MAKE_MODEL_CODE,MODEL_DESC,A,B,D,E,MODEL_DESC_DETAIL,ACOR_TOTAL
CHIP,CHEVIMPL,0,0,0,0,CHEVIMPL,2659
KIFO,KIA FORT,0,0,0,1,KIA FORT,3739
CHIM,CHEVIMPA,0,1,0,1,CHEVIMPA,16593
KIOP,KIA OPTIMA,1,0,1,0,KIA OPTIMA,1065
KISL,KIA SOUL,0,0,1,1,KIA SOUL,627
CHIM,CHEVIMPA,0,1,1,0,CHEVIMPA,652
CTWN,CHRYTOWN,1,1,0,0,CHRYTOWN,1219
DOJ2,DODGJOU2,0,1,1,1,DODGJOU2,355
FOXL,FORDEXL4,0,1,0,0,FORDEXL4,1986
,KIA OPTI,0,0,0,0,KIA OPTI,12360
KS74,KIA SO74,0,0,1,1,KIA SO74,344
NIVS,NISSVRSA,1,0,1,1,NISSVRSA,721
FMUC,FORDMUSC,1,1,1,1,FORDMUSC,206
TOPH,TOYOPRIH,0,1,1,1,TOYOPRIH,150
HYAZ,HYUNAZER,0,0,1,0,HYUNAZER,740
FOFN,FORDFUSI,1,0,0,1,FORDFUSI,814
FTRW,FORDTRAW,1,0,1,0,FORDTRAW,1734
KIFO,KIA FORT,1,0,1,0,KIA FORT,861
NIAL,NISSALTI,1,0,1,1,NISSALTI,24398
CTWN,CHRYTOWN,1,1,0,0,CHRYTOWN,1083
HYEL,HYUNELAN,1,1,0,0,HYUNELAN,3380
TOPH,TOYOPRIH,0,0,1,0,TOYOPRIH,711
TSIE,TOYOSIEN,0,1,1,0,TOYOSIEN,375
FFET,FORDFIES,0,1,0,0,FORDFIES,1007
CH2S,CHRY200S,1,0,0,1,CHRY200S,1173
CHCZ,CHEVCRUZ,0,1,0,1,CHEVCRUZ,273
TOYB,TOYOCRLA,1,0,1,1,TOYOCRLA,694
HYEL,HYUNELAN,1,0,1,0,HYUNELAN,1275
JEP2,JEEPPAT2,0,1,0,1,JEEPPAT2,1094
KIFO,KIA FORT,1,0,1,1,KIA FORT,2653
VWJE,VOLKJETT,0,0,1,0,VOLKJETT,504
FFET,FORDFIES,1,0,0,1,FORDFIES,2535
HYEL,HYUNELAN,0,1,0,0,HYUNELAN,991
MA3S,MAZD3SED,1,1,1,1,MAZD3SED,426
DOGC,DODGGRCA,0,1,1,1,DODGGRCA,21151
HYSL,HYUNSONA,0,0,0,0,HYUNSONA,531
FEX2,FORDEXL2,1,0,1,1,FORDEXL2,602
KISL,KIA SOUL,1,0,0,1,KIA SOUL,1980
FOE2,FORDESC2,0,1,1,1,FORDESC2,412
MA5S,MAZD5SPT,1,0,0,0,MAZD5SPT,867
KIFO,KIA FORT,1,1,0,0,KIA FORT,694
VWJE,VOLKJETT,1,0,1,1,VOLKJETT,1866
KIOP,KIA OPTI,1,0,1,0,KIA OPTI,381
KIS2,KIA SPO2,1,1,0,0,KIA SPO2,602
HYEL,HYUNELAN,1,0,1,0,HYUNELAN,105
CTWN,CHRYTOWN,0,0,1,0,CHRYTOWN,395
FOEP,FORDESCA,0,0,1,1,FORDESCA,647
DOGC,DODGGRCA,0,1,0,1,DODGGRCA,4072
KS74,KIA SO74,1,1,1,0,KIA SO74,296
KIFO,KIA FORT,1,0,0,1,KIA FORT,2329
CTWN,CHRYTOWN,1,1,1,0,CHRYTOWN,1075
MA6I,MAZD6SED,0,0,1,0,MAZD6SED,9430
CCAT,CHEVCAPT,0,1,1,0,CHEVCAPT,4257
LIMS,LINCMKS2,0,0,1,0,LINCMKS2,276
TOAV,TOYOAVAL,1,0,0,1,TOYOAVAL,910
KIOP,KIA OPTI,1,1,0,0,KIA OPTI,3165
CMRY,TOYOCAMR,0,1,0,0,TOYOCAMR,219
FOL2,FORDEL2W,1,0,0,1,FORDEL2W,353
CHTA,CHEVTAHO,0,1,1,0,CHEVTAHO,2670
CMRY,TOYOCAMR,0,1,0,1,TOYOCAMR,434
FTRW,FORDTRAW,0,1,0,1,FORDTRAW,508
CHCZ,CHEVCRUZ,0,1,1,1,CHEVCRUZ,2205
CTWN,CHRYTOWN,0,1,0,1,CHRYTOWN,3256
HYAK,HYUNACCE,0,1,0,1,HYUNACCE,544
V60F,VOLVV60F,1,0,1,1,VOLVV60F,927
NIAL,NISSALTI,1,0,1,1,NISSALTI,866
CTWN,CHRYTOWN,0,0,0,0,CHRYTOWN,763
BRET,BUICREGT,1,1,1,1,BUICREGT,634
CHTA,CHEVTAHO,0,1,0,0,CHEVTAHO,859
TSIE,TOYOSIEN,0,0,0,1,TOYOSIEN,263
CHIP,CHEVIMPL,1,1,0,0,CHEVIMPL,9005
FOXL,FORDEXL4,1,1,1,0,FORDEXL4,1130
CHEQ,CHEVEQUI,1,0,1,0,CHEVEQUI,3138
FFE5,FORDFIE5,1,0,0,1,FORDFIE5,2145
VOPS,VOLKPASS,1,0,1,1,VOLKPASS,2340
CH2S,CHRY200S,1,0,0,1,CHRY200S,4859
CHIP,CHEVIMPL,0,0,1,1,CHEVIMPL,1095
LIS4,LINCMKS4,1,0,1,1,LINCMKS4,145
FOE2,FORDESC2,1,1,1,1,FORDESC2,638
TOYB,TOYOCRLA,0,1,0,1,TOYOCRLA,3628
CCAT,CHEVCAPT,1,1,0,0,CHEVCAPT,17378
DOGC,DODGGRCA,1,1,0,1,DODGGRCA,8191
FTRW,FORDTRAW,1,1,0,1,FORDTRAW,453
MILC,MITSLANC,0,0,1,0,MITSLANC,5520
CTWN,CHRYTOWN,0,0,0,0,CHRYTOWN,6115
HYSL,HYUNSONA,1,1,0,0,HYUNSONA,5962
FTRW,FORDTRAW,1,0,1,0,FORDTRAW,713
HYEL,HYUNELAN,1,1,0,0,HYUNELAN,318
HYEL,HYUNDAI ELANTRA SEDAN 4DR,1,0,1,0,HYUNDAI ELANTRA SEDAN 4DR,300
KS72,KIA SORENTO FWD 7 PASS,0,0,0,1,KIA SORENTO FWD 7 PASS,15690
TOYB,TOYOCRLA,0,1,1,0,TOYOCRLA,1777
HYVL,HYUNVELO,0,1,1,0,HYUNVELO,263
VWJE,VOLKJETT,0,1,1,0,VOLKJETT,11708
TOYB,TOYOCRLA,0,0,1,0,TOYOCRLA,11867
CHEQ,CHEVEQUI,1,1,1,1,CHEVEQUI,9976
DOJ2,DODGJOU2,0,1,1,1,DODGJOU2,5248
FTRW,FORDTRAW,0,1,1,0,FORDTRAW,1810
CHCZ,CHEVCRUZ,1,0,1,0,CHEVCRUZ,4686
KIOP,KIA OPTI,1,1,1,0,KIA OPTI,9867
CHIM,CHEVIMPA,0,1,0,0,CHEVIMPA,20220
FFE5,FORDFIE5,1,1,0,1,FORDFIE5,5712
CHIM,CHEVIMPA,1,1,1,1,CHEVIMPA,1138
NIAL,NISSALTI,1,1,0,1,NISSALTI,3224
CHCZ,CHEVCRUZ,0,0,0,1,CHEVCRUZ,395
LIMZ,LINC MKZ,0,1,1,1,LINC MKZ,1756
NIAL,NISSALTI,1,0,1,1,NISSALTI,458
JGCH,JEEPGRC2,0,1,1,1,JEEPGRC2,2631
CATR,CADIATSR,0,1,0,0,CADIATSR,1633
NIVS,NISSVRSA,0,1,1,1,NISSVRSA,1053
CHTV,CHEVTRAV,1,1,0,0,CHEVTRAV,1710
FEX2,FORDEXL2,1,0,1,0,FORDEXL2,178
CTA2,CHEVTAH2,1,0,1,0,CHEVTAH2,2152
CMRY,TOYOCAMR,1,0,0,0,TOYOCAMR,727
CTWN,CHRYTOWN,0,1,0,0,CHRYTOWN,368
MILC,MITSLANC,1,0,0,0,MITSLANC,1182
CSU2,CHEVSUB2,0,0,0,0,CHEVSUB2,2257
CHIP,CHEVROLET IMPALA,1,1,1,0,CHEVROLET IMPALA,388
CHCZ,CHEVCRUZ,0,1,0,0,CHEVCRUZ,822
KIFO,KIA FORTE,0,0,0,0,KIA FORTE,2756
HYEL,HYUNDAI ELANTRA SEDAN 4DR,1,0,1,0,HYUNDAI ELANTRA SEDAN 4DR,667
KS74,KIA SO74,0,0,1,1,KIA SO74,501
XCCZ,CHEVCRUZ,1,1,0,1,CHEVCRUZ,1206
CHCZ,CHEVCRUZ,0,1,1,0,CHEVCRUZ,177
MA6I,MAZD6SED,0,1,1,1,MAZD6SED,70
KIFO,KIA FORT,0,0,1,0,KIA FORT,1411
NIVH,NISSVRHA,1,1,0,0,NISSVRHA,3522
FMSN,FORDMUST,1,0,0,0,FORDMUST,506
VOPS,VOLKPASS,0,1,0,1,VOLKPASS,2121
CTWN,CHRYTOWN,1,0,0,1,CHRYTOWN,326
CTWN,CHRYTOWN,0,1,1,0,CHRYTOWN,1697
CHIP,CHEVROLET IMPALA,0,0,0,1,CHEVROLET IMPALA,482
CMPS,JEEPCMPS,1,1,1,0,JEEPCMPS,423
CHE2,CHEVEQU2,1,1,1,1,CHEVEQU2,1827
HYEL,HYUNELAN,1,1,0,1,HYUNELAN,1083
DOGC,DODGGRCA,0,0,1,0,DODGGRCA,232
CHIP,CHEVIMPL,0,0,0,0,CHEVIMPL,1237
FOFN,FORDFUSI,0,1,0,0,FORDFUSI,70
KIOP,KIA OPTI,0,1,1,0,KIA OPTI,1230
KS74,KIA SO74,1,0,1,0,KIA SO74,1221
FTRW,FORDTRAW,0,0,0,1,FORDTRAW,1031
CHCZ,CHEVCRUZ,1,0,0,1,CHEVCRUZ,556
CCAT,CHEVCAPT,0,1,1,1,CHEVCAPT,2095
JEP2,JEEPPAT2,0,0,0,0,JEEPPAT2,1033
FOFN,FORDFUSI,1,0,0,0,FORDFUSI,1646
KISN,KIA SORE,0,0,1,0,KIA SORE,759
HYAC,HYUNACCH,0,1,1,1,HYUNACCH,748
KIOP,KIA OPTI,1,1,0,0,KIA OPTI,3099
CX5F,MAZDA CX-5 FWD,0,1,0,0,MAZDA CX-5 FWD,418
DOGC,DODGGRCA,0,0,1,0,DODGGRCA,279
FOXL,FORDEXL4,1,0,0,1,FORDEXL4,2093
HYA6,HYUNSANT,0,0,0,1,HYUNSANT,1096
JEP2,JEEPPAT2,1,0,0,0,JEEPPAT2,1659
CMRY,TOYOCAMR,0,0,0,0,TOYOCAMR,835
CHIP,CHEVIMPL,0,0,1,0,CHEVIMPL,570
MA6I,MAZD6SED,1,1,0,1,MAZD6SED,1168
CHCZ,CHEVCRUZ,0,0,0,1,CHEVCRUZ,6939
TO4R,TOYO4RUN,0,1,0,0,TOYO4RUN,1094
CHIM,CHEVIMPA,1,0,1,1,CHEVIMPA,3924
CMRY,TOYOCAMR,1,0,0,1,TOYOCAMR,440
JKEE,JEEPGRCH,1,0,1,1,JEEPGRCH,1011
KIOP,KIA OPTI,1,1,1,0,KIA OPTI,4210
HYSL,HYUNDAI SONATA  4DR/5PSGR,0,0,1,0,HYUNDAI SONATA  4DR/5PSGR,984
FOE2,FORDESC2,1,1,0,0,FORDESC2,1693
FOFN,FORDFUSI,1,1,0,1,FORDFUSI,1971
HYEL,HYUNELAN,1,1,0,1,HYUNELAN,7388
TOYB,TOYOCRLA,1,1,0,1,TOYOCRLA,928
VO60,VOLVS60F,0,1,1,1,VOLVS60F,389
MA5S,MAZD5SPT,1,1,1,0,MAZD5SPT,784
FOFN,FORDFUSI,0,0,1,0,FORDFUSI,2234
HEGT,HYUNELGT,0,1,1,0,HYUNELGT,1140
KIS2,KIA SPO2,0,1,1,1,KIA SPO2,2816
KISO,KIA SOR2,0,0,1,0,KIA SOR2,253
DOGC,DODGGRCA,1,1,0,1,DODGGRCA,10404
FTRW,FORDTRAW,0,1,0,0,FORDTRAW,1486
FOEP,FORDESCA,0,1,1,1,FORDESCA,40
VWJE,VOLKJETT,0,1,0,0,VOLKJETT,67
MILC,MITSLANC,0,0,1,1,MITSLANC,1715
KIFO,KIA FORT,1,1,1,1,KIA FORT,12701
FTRW,FORDTRAW,1,1,1,1,FORDTRAW,3585
NIAL,NISSALTI,1,0,0,0,NISSALTI,128
HYEL,HYUNELAN,0,0,1,0,HYUNELAN,1630
FOXL,FORDEXL4,0,0,1,1,FORDEXL4,9046
VWJE,VOLKJETT,0,1,0,0,VOLKJETT,93
GMT2,GMC TER2,1,1,1,1,GMC TER2,906
KISD,KIA SEDO,1,0,0,1,KIA SEDO,2848
CATR,CADIATSR,0,0,1,1,CADIATSR,7473
NIVH,NISSVRHA,0,1,1,1,NISSVRHA,4427
CMRY,TOYOCAMR,0,1,1,1,TOYOCAMR,1724
CHIM,CHEVIMPA,1,0,1,0,CHEVIMPA,1610
GMT2,GMC TER2,1,0,0,0,GMC TER2,1766
HYEL,HYUNELAN,0,1,1,0,HYUNELAN,2170
HYEL,HYUNDAI ELANTRA SEDAN 4DR,0,0,1,1,HYUNDAI ELANTRA SEDAN 4DR,2190
TOYB,TOYOCRLA,1,1,0,0,TOYOCRLA,30
FTA2,FORDTAU2,0,1,1,0,FORDTAU2,853
CHIP,CHEVIMPL,1,1,1,0,CHEVIMPL,342
HYSL,HYUNSONA,0,1,1,0,HYUNSONA,746
HYSL,HYUNSONA,1,0,0,0,HYUNSONA,153
TOR4,TOYORAV4,1,1,0,1,TOYORAV4,1702
VWJE,VOLKJETT,0,0,0,1,VOLKJETT,1175
KS74,KIA SO74,1,0,1,1,KIA SO74,2103
NIVH,NISSVRHA,1,1,1,1,NISSVRHA,890
FFET,FORD FIESTA SEDAN,1,0,0,0,FORD FIESTA SEDAN,2436
DRQ4,DODGQUA4,1,0,1,0,DODGQUA4,729
DOJ2,DODGJOU2,0,0,0,1,DODGJOU2,321
HYSL,HYUNSONA,1,0,0,0,HYUNSONA,347
KIOP,KIA OPTI,1,0,0,0,KIA OPTI,444
CHSS,CHEVCAMS,1,1,0,0,CHEVCAMS,1420
KIFO,KIA FORT,1,1,0,1,KIA FORT,562
NIVS,NISSVRSA,0,1,0,0,NISSVRSA,587
MA6I,MAZD6SED,1,0,0,1,MAZD6SED,924
MA3S,MAZD3SED,0,1,1,1,MAZD3SED,1783
DOGC,DODGGRCA,0,0,0,1,DODGGRCA,1568
HYEL,HYUNDAI ELANTRA SEDAN 4DR,1,0,0,1,HYUNDAI ELANTRA SEDAN 4DR,1418
CHCZ,CHEVCRUZ,0,0,1,1,CHEVCRUZ,416
CXTA,CADIXTSA,1,0,1,1,CADIXTSA,1405
CMRY,TOYOCAMR,0,1,0,0,TOYOCAMR,840
MA5S,MAZD5SPT,0,0,0,1,MAZD5SPT,1203
NIAL,NISSALTI,1,1,1,1,NISSALTI,908
NPAT,NISSPATH,0,0,0,0,NISSPATH,1364
FTA2,FORDTAU2,1,0,0,0,FORDTAU2,993
B528,BMW 528I,0,0,0,1,BMW 528I,270
DOJ2,DODGJOU2,1,0,1,1,DODGJOU2,6831
KIFO,KIA FORT,0,0,0,1,KIA FORT,3904
CSU2,CHEVSUB2,0,1,1,1,CHEVSUB2,1194
NIAL,NISSALTI,0,0,1,0,NISSALTI,9510
VG2F,VOLKGOLF,0,1,1,1,VOLKGOLF,18301
FOFN,FORD FUSION FWD,1,1,1,0,FORD FUSION FWD,2303
DOGC,DODGGRCA,0,0,1,1,DODGGRCA,10765
JEP2,JEEPPAT2,1,1,1,1,JEEPPAT2,24462
TO4R,TOYO4RUN,0,0,0,1,TOYO4RUN,2030
DOD2,DODGDUR2,0,0,1,1,DODGDUR2,10737
JEPA,JEEPPATR,1,1,1,0,JEEPPATR,11400
NIAL,NISSALTI,0,1,0,1,NISSALTI,8172
FOFN,FORDFUSI,0,0,0,0,FORDFUSI,11851
KS72,KIA SORENTO FWD 7 PASS,1,1,0,1,KIA SORENTO FWD 7 PASS,11325
CHTA,CHEVTAHO,0,0,0,0,CHEVTAHO,7546
KISL,KIA SOUL,0,0,1,1,KIA SOUL,13262
CX5F,MAZDA CX-5 FWD,0,1,0,1,MAZDA CX-5 FWD,28987
,CHEVSUB2,0,1,0,0,CHEVSUB2,10742
NIAL,NISSALTI,0,0,1,1,NISSALTI,283
NISE,NISSSENT,0,1,1,1,NISSSENT,386
FTRW,FORDTRAW,1,1,0,0,FORDTRAW,23810
SUFS,SUBAFORE,1,1,0,0,SUBAFORE,14611
V60F,VOLVV60F,0,1,1,0,VOLVV60F,10655
,MAZD6SED,1,0,1,1,MAZD6SED,6233
FTRW,FORDTRAW,0,0,1,1,FORDTRAW,728
NIAL,NISSALTI,0,1,0,0,NISSALTI,11216
CHSS,CHEVCAMS,1,1,1,1,CHEVCAMS,8529
NIAL,NISSALTI,1,1,1,0,NISSALTI,9930
CMPS,JEEPCMPS,0,0,1,1,JEEPCMPS,1772
CMRY,TOYOCAMR,1,0,1,0,TOYOCAMR,1715
FTRW,FORDTRAW,1,1,0,0,FORDTRAW,1160
CHTA,CHEVTAHO,0,0,0,0,CHEVTAHO,1077
SUOB,SUBAOUTB,0,1,0,1,SUBAOUTB,656
TOYB,TOYOCRLA,1,1,0,0,TOYOCRLA,0
CMRY,TOYOCAMR,0,1,1,1,TOYOCAMR,1259
NIAL,NISSALTI,0,1,0,1,NISSALTI,2579
NIAL,NISSALTI,0,0,1,1,NISSALTI,699
CHCZ,CHEVCRUZ,0,1,1,0,CHEVCRUZ,508
KIOP,KIA OPTI,1,1,1,1,KIA OPTI,893
DRQ2,DODGQUA2,0,0,0,0,DODGQUA2,450
FTA2,FORDTAU2,0,0,0,0,FORDTAU2,10911
KISL,KIA SOUL,0,1,1,0,KIA SOUL,22932
FTA2,FORDTAU2,0,0,1,0,FORDTAU2,1367
CHTA,CHEVROLET TAHOE 4WD,0,1,0,0,CHEVROLET TAHOE 4WD,239
CCAT,CHEVCAPT,1,0,0,0,CHEVCAPT,861
BRET,BUICREGT,0,0,0,0,BUICREGT,1081
FTA2,FORDTAU2,1,1,1,0,FORDTAU2,3335
FMSN,FORDMUST,1,0,0,1,FORDMUST,3559
CTWN,CHRYTOWN,0,1,1,0,CHRYTOWN,782
KIOP,KIA OPTI,1,1,1,1,KIA OPTI,4250
FEXP,FORDEXPL,1,0,0,0,FORDEXPL,1541
NIAL,NISSALTI,1,0,1,1,NISSALTI,519
NIVH,NISSVRHA,0,1,0,0,NISSVRHA,427
DOD2,DODGDUR2,1,1,0,1,DODGDUR2,103
MA6I,MAZD6SED,0,1,1,1,MAZD6SED,1300
FOEP,FORDESCA,1,0,0,0,FORDESCA,317
CHCZ,CHEVCRUZ,0,0,0,0,CHEVCRUZ,872
CHMA,CHEVMALI,1,0,0,1,CHEVMALI,1070
CTWN,CHRYTOWN,0,0,1,1,CHRYTOWN,1482
CHIP,CHEVIMPL,1,0,0,0,CHEVIMPL,3032
XCCZ,CHEVCRUZ,0,1,0,0,CHEVCRUZ,1297
NIAL,NISSAN ALTIMA SEDAN,1,1,0,1,NISSAN ALTIMA SEDAN,412
CTWN,CHRYTOWN,1,0,1,0,CHRYTOWN,495
BRET,BUICREGT,0,0,0,0,BUICREGT,43
XDJO,DODGJOUR,1,1,0,1,DODGJOUR,1125
NIAL,NISSALTI,1,1,1,0,NISSALTI,1508
HYSL,HYUNSONA,0,0,0,0,HYUNSONA,758
XHES,HYUNELAN,1,1,1,1,HYUNELAN,388
HYEL,HYUNELAN,1,0,0,1,HYUNELAN,320
FEXP,FORDEXPL,0,0,0,1,FORDEXPL,3039
HYSL,HYUNSONA,0,1,1,1,HYUNSONA,3642
HYEL,HYUNELAN,1,1,0,0,HYUNELAN,1798
DODU,DODGDURA,0,0,1,1,DODGDURA,1157
CHCZ,CHEVCRUZ,0,1,0,0,CHEVCRUZ,3358
CHIP,CHEVIMPL,0,0,1,0,CHEVIMPL,457
CHIM,CHEVIMPA,0,1,1,0,CHEVIMPA,1224
KCAD,KIA CADE,0,1,1,1,KIA CADE,758
CHIP,CHEVIMPL,1,1,1,1,CHEVIMPL,872
MA3S,MAZD3SED,1,0,1,0,MAZD3SED,765
CTWN,CHRYTOWN,0,1,1,0,CHRYTOWN,413
CHIM,CHEVIMPA,1,0,0,1,CHEVIMPA,80
NIAL,NISSALTI,0,1,1,1,NISSALTI,54
DOGC,DODGGRCA,1,0,1,1,DODGGRCA,268
KCAD,KIA CADE,1,0,0,1,KIA CADE,668
HYSL,HYUNSONA,1,0,0,0,HYUNSONA,551
KS74,KIA SO74,1,1,1,0,KIA SO74,447
CCAT,CHEVCAPT,1,0,0,1,CHEVCAPT,8753
TOYB,TOYOCRLA,0,1,0,0,TOYOCRLA,1249
CTWN,CHRYTOWN,1,1,1,0,CHRYTOWN,30719
CTWN,CHRYTOWN,0,1,0,0,CHRYTOWN,4460
FTA2,FORDTAU2,0,0,0,0,FORDTAU2,395
TOSQ,TOYOSEQU,0,1,1,1,TOYOSEQU,784
XCSU,CHEVSUBU,1,1,1,0,CHEVSUBU,3550
DOGC,DODGGRCA,0,0,0,0,DODGGRCA,65
CTWN,CHRYTOWN,0,0,1,0,CHRYTOWN,1358
FTRW,FORDTRAW,1,1,1,1,FORDTRAW,111
NISE,NISSSENT,0,1,0,0,NISSSENT,10596
FEX2,FORDEXL2,0,0,1,1,FORDEXL2,1594
DODT,DODGDART,1,0,0,1,DODGDART,861
FTA2,FORDTAU2,0,1,0,1,FORDTAU2,111
KIFO,KIA FORT,1,1,1,1,KIA FORT,484
FOE2,FORDESC2,1,0,1,0,FORDESC2,1993
NIAL,NISSALTI,0,0,0,1,NISSALTI,1512
CHIP,CHEVIMPL,0,0,0,0,CHEVIMPL,144
NIAL,NISSALTI,0,0,1,0,NISSALTI,10172
NIAL,NISSALTI,1,1,0,0,NISSALTI,674
KIOP,KIA OPTI,1,1,0,0,KIA OPTI,3958
FMSN,FORDMUST,1,1,0,1,FORDMUST,8481
DOCH,DODGCHAR,1,1,0,1,DODGCHAR,1893
JCHA,JEEPCHEA,1,0,0,1,JEEPCHEA,827
FEX2,FORDEXL2,1,0,1,1,FORDEXL2,3368
FMSN,FORDMUST,1,0,1,1,FORDMUST,1646
CTWN,CHRYTOWN,0,1,0,1,CHRYTOWN,1784
DOGC,DODGGRCA,1,1,0,0,DODGGRCA,535
FOFN,FORDFUSI,0,1,0,1,FORDFUSI,1862
FFET,FORDFIES,1,1,0,1,FORDFIES,2110
CHIP,CHEVIMPL,1,0,0,1,CHEVIMPL,2579
KIFO,KIA FORT,0,0,0,0,KIA FORT,351
DOCH,DODGCHAR,1,0,0,0,DODGCHAR,6484
FTRW,FORDTRAW,0,0,1,0,FORDTRAW,4590
HYA6,HYUNSANT,1,1,1,0,HYUNSANT,5393
KIFO,KIA FORT,1,1,0,0,KIA FORT,7844
TOR4,TOYORAV4,1,1,0,1,TOYORAV4,13604
CTWN,CHRYTOWN,1,1,0,1,CHRYTOWN,7740
CHCZ,CHEVCRUZ,0,0,1,0,CHEVCRUZ,1158
FTRW,FORDTRAW,0,0,0,0,FORDTRAW,27547
HYSL,HYUNSONA,1,1,0,1,HYUNSONA,8159
FOE2,FORDESC2,1,0,0,1,FORDESC2,4961
VWJE,VOLKJETT,0,0,0,0,VOLKJETT,353
HYEL,HYUNELAN,1,0,0,0,HYUNELAN,9791
FOE2,FORDESC2,0,1,1,1,FORDESC2,937
VWJE,VOLKJETT,0,1,0,0,VOLKJETT,1564
FOFN,FORDFUSI,0,1,1,0,FORDFUSI,1555
FTRW,FORDTRAW,1,1,0,0,FORDTRAW,418
FOFN,FORDFUSI,1,1,1,0,FORDFUSI,571
HYEL,HYUNELAN,0,0,1,0,HYUNELAN,631
NIAL,NISSALTI,0,1,0,1,NISSALTI,1197
FMSN,FORDMUST,1,0,1,0,FORDMUST,1570
KISS,KIA SPOR,1,1,1,0,KIA SPOR,1735
CXTA,CADIXTSA,1,1,1,0,CADIXTSA,807
SUXC,SUBAXVCR,1,0,1,1,SUBAXVCR,451
KISD,KIA SEDO,0,1,1,1,KIA SEDO,1505
CMP2,JEEPCMP2,1,0,0,1,JEEPCMP2,14833
NIAL,NISSALTI,1,0,1,0,NISSALTI,631
CMRY,TOYOCAMR,0,1,0,1,TOYOCAMR,3094
CHCZ,CHEVCRUZ,0,1,1,0,CHEVCRUZ,3050
KISL,KIA SOUL,0,1,0,1,KIA SOUL,10367
CMRY,TOYOCAMR,0,1,1,0,TOYOCAMR,224
CTWN,CHRYTOWN,1,1,1,1,CHRYTOWN,476
NIAL,NISSALTI,1,1,0,1,NISSALTI,57
KIFO,KIA FORT,1,1,1,0,KIA FORT,469
FMUC,FORDMUSC,0,1,1,0,FORDMUSC,1415
HYSL,HYUNSONA,1,0,0,0,HYUNSONA,1408
NISE,NISSSENT,0,1,1,1,NISSSENT,6472
BMWX,BMW X1 AWD,0,0,1,1,BMW X1 AWD,128
KS72,KIA SO7F,1,0,0,0,KIA SO7F,430
CHIM,CHEVIMPA,0,1,0,0,CHEVIMPA,378
KISL,KIA SOUL,0,1,0,1,KIA SOUL,128
NIAL,NISSALTI,0,0,1,1,NISSALTI,952
FMSN,FORDMUST,0,0,1,1,FORDMUST,742
CH2S,CHRY200S,0,1,0,0,CHRY200S,13512
CHSU,CHEVSUBU,1,1,0,1,CHEVSUBU,2436
NIAL,NISSALTI,0,0,0,0,NISSALTI,4328
TSIE,TOYOSIEN,0,0,0,0,TOYOSIEN,239
FTRW,FORDTRAW,0,1,1,1,FORDTRAW,980
DODU,DODGDURA,1,1,0,0,DODGDURA,3297
MA3S,MAZD3SED,0,1,0,0,MAZD3SED,563
GLK3,MERCGLK3,1,0,0,0,MERCGLK3,249
FMUC,FORDMUSC,1,1,0,0,FORDMUSC,287
VWJE,VOLKJETT,0,0,1,1,VOLKJETT,1050
